,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment
9502,2022-11-20 16:08:42+00:00,0,Twitter Web App,VAR has ruled the first goal of the World Cup in favour of Qatar. Controversial stuff. #WorldCup #WorldCup2022,neutral
9503,2022-11-20 16:08:42+00:00,0,Twitter for iPhone,BROWN. PAPER. BAGS. #WorldCup2022,neutral
9504,2022-11-20 16:08:42+00:00,0,TweetDeck,What's the call? What was the problem there? #WorldCup2022,negative
9505,2022-11-20 16:08:42+00:00,0,Twitter for Android,Why was that goal disallowed 🚫 🤔 #WorldCup2022 #WorldcupQatar2022,negative
9506,2022-11-20 16:08:42+00:00,0,Twitter for iPhone,This World Cup is a scam…enough is enough. We know who’s paying their way through to the final. #WorldCup2022,negative
9507,2022-11-20 16:08:42+00:00,3,Twitter for iPhone,Well that stinks of corruption! How the fuck is that offside! #WorldCup2022 #QATECU,negative
9508,2022-11-20 16:08:42+00:00,0,Twitter for Android,3 minutes. Took 3 minutes to see the first example of fraud #WorldCup2022,negative
9509,2022-11-20 16:08:42+00:00,0,Twitter for iPhone,#WorldCup2022  excuse me 🤣 offsides ?!,neutral
9510,2022-11-20 16:08:42+00:00,0,Twitter for Android,Offside! #WorldCup2022,neutral
9511,2022-11-20 16:08:42+00:00,0,Twitter Web App,...How the fuck was that offside? #WorldCup2022,negative
9512,2022-11-20 16:08:42+00:00,0,Twitter for iPhone,Where is the offside 😂🤣😂🤣😂🤣? #WorldCup2022 #WorldcupQatar2022,negative
9513,2022-11-20 16:08:41+00:00,0,Twitter for Android,Holy shit it really is fixed. Where's the offside or anything there? #WorldCup2022,negative
9514,2022-11-20 16:08:41+00:00,0,Twitter for iPhone,#Ecuador goal offside?Are the VAR officials Scottish? #WorldCup2022,neutral
9515,2022-11-20 16:08:41+00:00,4,Twitter for iPhone,#WorldCup2022 took 4 mins for the bank transfer to go through 😂,neutral
9516,2022-11-20 16:08:41+00:00,0,Twitter for iPhone,Clearly the SPFL doing the VAR checks #WorldCup2022,neutral
9517,2022-11-20 16:08:41+00:00,0,Twitter for iPhone,5 mins into the #WorldCup2022 and already more corruption!,negative
9518,2022-11-20 16:08:41+00:00,0,Twitter for Android,"🤣🤣VAR team just been slipped a brown envelope full of oily money.
#WorldCup2022",negative
9519,2022-11-20 16:08:41+00:00,0,Twitter Web App,ARE YOU SERIOUS?!!!!!!!!  #WorldCup2022,negative
9520,2022-11-20 16:08:41+00:00,1,Twitter for iPhone,VAR officials… #QATECU #WorldCup2022 https://t.co/mG30sqczFt,neutral
9521,2022-11-20 16:08:41+00:00,0,Twitter for iPhone,Thats bullshit #WorldCup2022,negative
9522,2022-11-20 16:08:41+00:00,0,Twitter for iPhone,No way was that offside !!!#WorldCup2022,negative
9523,2022-11-20 16:08:41+00:00,2,Twitter for Android,In what planet is that offside. #WorldCup2022 #qatarsucks,negative
9524,2022-11-20 16:08:41+00:00,2,Twitter for iPhone,#WorldCup2022 wow. Not offside,positive
9525,2022-11-20 16:08:40+00:00,7,Twitter for iPhone,Where on earth is the offside there? 🤯🤯 #WorldCup2022 #QatarvsEcuador,negative
9526,2022-11-20 16:08:40+00:00,1,Twitter for iPhone,How the fuck was that offside?! 🤣 #WorldCup2022,negative
9527,2022-11-20 16:08:40+00:00,0,Twitter for iPhone,That should be a goal #WorldCup2022,positive
9528,2022-11-20 16:08:40+00:00,0,Twitter for iPhone,"You corrupt, vile, hideous people @QFA_EN @FIFAWorldCup @FIFAcom #FIFAWorldCup2022 #WorldCup2022",negative
9529,2022-11-20 16:08:40+00:00,0,Twitter for iPhone,That’s not offside 😂😂😂 #WorldCup2022,neutral
9530,2022-11-20 16:08:40+00:00,0,Twitter Web App,And here starts the bribe at #WorldCup2022 ...,neutral
9531,2022-11-20 16:08:40+00:00,1,Twitter for iPhone,Aaaaaand the corruption begins 🤣🤣🤣 #WorldCup2022,negative
9532,2022-11-20 16:08:40+00:00,2,Twitter for Android,"It was not offside wtf? A clear fix, even the commentators are baffled. #WorldCup2022 #EcuadorvsQatar",negative
9533,2022-11-20 16:08:40+00:00,0,Twitter Web App,"What a cross, what a goal 🔥🔥🔥
#WorldCup2022 
#EcuadorvsQatar",positive
9534,2022-11-20 16:08:40+00:00,2,Twitter for iPhone,Wow corrupt World Cup kicks in after 2 minutes to disallow a perfectly good goal #WorldCup2022 #QATECU,negative
9535,2022-11-20 16:08:40+00:00,0,Twitter for Android,What the hell already fed up with VAR what was that for???#WorldCup2022,negative
9536,2022-11-20 16:08:40+00:00,2,Twitter for iPhone,How has that been ruled out?!!! The Corruption has begun it seems #WorldCup2022,negative
9537,2022-11-20 16:08:40+00:00,2,Twitter for iPhone,HAHAHAHAHAHA we already have a contentious decision in favour of Qatar 😂😂😂😂 you can’t make this up. #WorldCup2022 #QatarWorldCup2022,negative
9538,2022-11-20 16:08:40+00:00,0,Twitter for Android,"The goal has beeen disallowed after so much drama😭

#QatarWorldCup2022 #FIFAWorldCup #WorldCup2022",negative
9539,2022-11-20 16:08:40+00:00,0,dab.argh,#WorldCup2022 Here we go,neutral
9540,2022-11-20 16:08:40+00:00,0,Twitter for iPhone,"Really ??? Halfside , is this a new rule ? #WorldCup2022",negative
9541,2022-11-20 16:08:39+00:00,0,Twitter for iPhone,How is that offside ? I don’t understand this game sometimes . #WorldCup2022 #Qatar2022,negative
9542,2022-11-20 16:08:39+00:00,0,Twitter for Android,"Rigged Offside 

#WorldCup2022",neutral
9543,2022-11-20 16:08:39+00:00,0,Twitter for iPhone,"Goal ruled out in favour of Qatar for no reason?

Imagine my surprise #WorldCup2022",negative
9544,2022-11-20 16:08:39+00:00,1,Twitter for iPhone,Offside? No way #WorldCup2022,negative
9545,2022-11-20 16:08:39+00:00,0,Twitter for Android,WAIT WHAT? #WorldCup2022,neutral
9546,2022-11-20 16:08:39+00:00,3,Twitter for iPhone,"Goooooooooooaaal!

Enner Valencia scores the first goal of world cup 2022. #WorldCup2022",positive
9547,2022-11-20 16:08:39+00:00,0,Twitter for iPhone,ITS CORRUPT!!!!!!!! Fuck that bollocks #WorldCup2022 #WorldcupQatar2022,negative
9548,2022-11-20 16:08:39+00:00,12,Twitter Web App,"Yes, scratching off a perfectly good goal in favour of Qatar will do wonders for the integrity of the tournament. 

#WorldCup2022",positive
9549,2022-11-20 16:08:39+00:00,0,Twitter for iPhone,What you corrupt twats #Qatar2022 #WorldCup2022  that’s not offside,negative
9550,2022-11-20 16:08:39+00:00,0,Twitter Web App,"📢📢📢WeBet is officially launched on Cronos!

Webet is an decentralized algorithmly calculated betting platform. Enter https://t.co/usHewrtX4s to place your bet! 

Whitepaper: https://t.co/XRDszzMXJh
Audit:https://t.co/yvE3ldz6mb

#CronosNFT  #cronos #WorldCup2022 #sportsbet https://t.co/LO62dpmFer",positive
9551,2022-11-20 16:08:38+00:00,0,Twitter for Android,"Omfg Off side 😳
#WorldCup2022 
Fuck VAR",negative
9552,2022-11-20 16:08:38+00:00,0,Twitter for iPhone,Match fixing 🤣🤣🤣 #WorldCup2022,negative
9553,2022-11-20 16:08:38+00:00,0,Twitter for Android,Offside how ? #WorldCup2022,neutral
9554,2022-11-20 16:08:38+00:00,0,Twitter for iPad,How tf was that offside? #WorldCup2022,negative
9555,2022-11-20 16:08:38+00:00,0,Twitter for Android,Nice bit of corruption to start #WorldCup2022,negative
9556,2022-11-20 16:08:38+00:00,0,Twitter for iPhone,3 minutes in #WorldCup2022 is a joke 🤪🤪,negative
9557,2022-11-20 16:08:38+00:00,0,Twitter Web App,"Wait, I don't see anything wrong with that.

#WorldCup2022",neutral
9558,2022-11-20 16:08:38+00:00,0,Twitter for Android,"VAR covers itself in glory immediately
#WorldCup2022",positive
9559,2022-11-20 16:08:38+00:00,0,Twitter Web App,"#Qatar #WorldCup2022 opening ceremony.
https://t.co/ktmXRlSbUD https://t.co/wFaCX3HrGB",neutral
9560,2022-11-20 16:08:38+00:00,0,Twitter for iPhone,Why has that been disallowed? VAR farce already #WorldCup2022 Come on Ecuador!,negative
9561,2022-11-20 16:08:38+00:00,0,Twitter for iPhone,"3mins in and VAR already ruining the World Cup
(beyond the obvious well-documented shambles)
#WorldCup2022",negative
9562,2022-11-20 16:08:37+00:00,0,Twitter for iPhone,Nahhhh wtf 😂😂😂 #WorldCup2022,negative
9563,2022-11-20 16:08:37+00:00,0,Twitter for Android,How is that not a goal????? #WorldCup2022,negative
9564,2022-11-20 16:08:37+00:00,0,Twitter for Android,What happened there VAR #WorldCup2022,neutral
9565,2022-11-20 16:08:37+00:00,2,Twitter for Android,So definitely no corruption at #WorldCup2022 then.,neutral
9566,2022-11-20 16:08:37+00:00,1,Twitter for iPhone,And Valencia puts Ecuador up 1-0 over the host nation (Qatar). And VAR is now being used because of a possible offsides. Replays show no offsides. Goal should stand .. #soccer #WorldCup2022 #EcuadorvsQatar,neutral
9567,2022-11-20 16:08:37+00:00,0,Twitter Web App,Quite the undisciplined goalkeeper Qatar has to let such an easy goal like that.  #QATECU #WorldCup2022,negative
9568,2022-11-20 16:08:37+00:00,70,Twitter Web App,"It's been 5 minutes and FIFA has already fucked up. A goal against host nation Qatar disallowed for offside through VAR when there was no offside at all.

What a farce. #FIFA #WorldCup2022",negative
9569,2022-11-20 16:08:37+00:00,3,Twitter for iPhone,This is a joke already #WorldCup2022 #WorldcupQatar2022,negative
9570,2022-11-20 16:08:37+00:00,0,Twitter for iPhone,Should of put my mortgage on Qatar to win this World Cup after that VAR decision #WorldCup2022,neutral
9571,2022-11-20 16:08:37+00:00,1,Twitter for iPhone,They making the rules up as they go along 😂 #WorldCup #WorldCup2022,negative
9572,2022-11-20 16:08:37+00:00,2,Twitter for iPhone,Is the new rule 11 players must be behind the ball? #WorldCup2022,neutral
9573,2022-11-20 16:08:37+00:00,0,Twitter for iPhone,Look at we are “we are the dreamers” #FIFAWorldCup #QatarWorldCup2022 #WorldCup2022 #JungkookAtFIFAWorldCup #JungkookInQatar #JUNGKOOKxFIFA #Jungkook1stSingle https://t.co/JEAycunjHc,positive
9574,2022-11-20 16:08:37+00:00,2,Twitter for iPhone,Someone explain that offside to me #WorldCup2022,neutral
9575,2022-11-20 16:08:37+00:00,0,Twitter for Android,VAR already ruined the #WorldCup2022,negative
9576,2022-11-20 16:08:37+00:00,0,Twitter for Android,"It's took less than three minutes for the first wrong VAR decision. 

Tell me this tournament isn't.....

#WorldCup2022",negative
9577,2022-11-20 16:08:37+00:00,1,Twitter for iPhone,"VAR is going to ruin the World Cup isn’t it?
#WorldCup2022",negative
9578,2022-11-20 16:08:36+00:00,0,Twitter for iPhone,Lol let the corruption continue! #QATECU #WorldCup2022 #FIFAWorldCup2022,negative
9579,2022-11-20 16:08:36+00:00,1,Twitter for Android,Wow. Where was offside? WTF! #WorldCup2022 #Qatar2022 @FIFAcom,negative
9580,2022-11-20 16:08:36+00:00,0,Twitter for Android,Check out RARE signed England 1966 World Cup Multi Photo Framed Display with Certificate #England #WorldCup2022 https://t.co/7Lw9kNH6RZ #eBay via @eBay_UK,neutral
9581,2022-11-20 16:08:36+00:00,1,Twitter for iPhone,Are you joking?! Offside where?!! Qatar are definitely fucking paying someone off #WorldCup2022,negative
9582,2022-11-20 16:08:36+00:00,0,Twitter for iPhone,VAR corruption strikes again #WorldCup2022,negative
9583,2022-11-20 16:08:36+00:00,11,Twitter for iPhone,This already a huge mess. #WorldCup2022,negative
9584,2022-11-20 16:08:36+00:00,0,Twitter for iPhone,Already cheating for Qatar.. #WorldCup2022,negative
9585,2022-11-20 16:08:35+00:00,26,Twitter for iPhone,How’s that offside… they paying the VAR off already 😅🤦🏻‍♂️💰💰💰 #WorldCup2022,neutral
9586,2022-11-20 16:08:35+00:00,2,Twitter for iPhone,"Disallowed?! 

Qatar really paid huge money eh? 

#QatarWorldCup2022 #Qatar2022 #WorldCup2022 #WorldCup",negative
9587,2022-11-20 16:08:35+00:00,0,Twitter for iPhone,World Cup already ruined ! #var #WorldCup2022 #Qatar2022,negative
9588,2022-11-20 16:08:35+00:00,1,Twitter for Android,"Wow. We didn't see this crooked officiating coming, did we? #WorldCup #WorldCup2022 #WorldcupQatar2022 #BBCWorldCup",negative
9589,2022-11-20 16:08:35+00:00,2,Twitter for Android,"2 and a half minutes into #WorldCup2022 and the corruption has started 😂😂
#QATECU",negative
9590,2022-11-20 16:08:35+00:00,1,Twitter for iPhone,Why was that disallowed? 2 mins in and dodgey already 😂 #WorldCup2022,negative
9591,2022-11-20 16:08:35+00:00,0,Twitter Web App,"2022 FIFA World Cup Live Streams Online

#Qatar2022
#FIFAWorldCup
#WorldCup2022
#QatarvsEcuador 

🔴LIVE Tv📺 https://t.co/IUHOMr595k

🆚Qatar vs Ecuador 
🆚FIFA World Cup 2022
🆚FIFA World Cup, Qatar 2022

rtyrtfghgfhfg",neutral
9592,2022-11-20 16:08:35+00:00,0,Twitter for iPhone,Wow goal disallowed for nothing… here we go #WorldCup2022,negative
9593,2022-11-20 16:08:35+00:00,0,Twitter Web App,"Qatari money speaks again !
#WorldCup2022",neutral
9594,2022-11-20 16:08:35+00:00,0,Twitter for iPhone,This is fixed #WorldCup2022,positive
9595,2022-11-20 16:08:35+00:00,0,Twitter Web App,"Offside wowwww. What a let off for Qatar, and their keeper especially. He’s gotta keep his head better than that. #WorldCup2022",negative
9596,2022-11-20 16:08:35+00:00,0,Twitter for iPhone,Lmaooooo that’s a goal… #WorldCup2022,positive
9597,2022-11-20 16:08:34+00:00,3,Twitter for iPhone,Have Qatar bought VAR as well ?? 🤷 #worldcup #WorldCup2022 #var #qatar,neutral
9598,2022-11-20 16:08:34+00:00,1,Twitter for iPad,Var living up to its reputation for bent decisions and we’re not 5 mins into it #WorldCup2022,neutral
9599,2022-11-20 16:08:34+00:00,30,Twitter for iPhone,Oh my god. That’s not offside. Unbelievable decision in the first game in the first 6 mins 🤦🏻‍♂️ #WorldCup2022,negative
9600,2022-11-20 16:08:34+00:00,0,Twitter for Android,"it's called offsides!
corruption is on!! 🤣🤣

#WorldcupQatar2022 #WorldCup2022 
#QATECU https://t.co/E6wxvIQj4F",negative
9601,2022-11-20 16:08:34+00:00,1,Twitter for iPhone,First Qatar bribe of the tournament #WorldCup2022,neutral
9602,2022-11-20 16:08:34+00:00,0,Twitter for Android,OFFSIDE??? 🧐🧐🧐🧐 #WorldCup2022,neutral
9603,2022-11-20 16:08:34+00:00,0,Twitter for iPhone,"But, the goal doesn’t count as Ecuador was ruled offside! It’s going to be an exciting tournament! #WorldCup2022",positive
9604,2022-11-20 16:08:34+00:00,0,Twitter for iPhone,The bribery begins #WorldCup2022,neutral
9605,2022-11-20 16:08:34+00:00,2,Twitter for iPad,"Nor allowed to score against Qatar it seems.
#WorldCup2022",neutral
9606,2022-11-20 16:08:34+00:00,0,Twitter for Android,And the corruption has started already! #WorldCup2022,negative
9607,2022-11-20 16:08:34+00:00,0,Twitter for iPhone,Hahahaha dis #WorldCup2022 go be something else eiii alo offside,neutral
9608,2022-11-20 16:08:33+00:00,4,Twitter for iPhone,"Wait, so you’re going to tell me that something awesome happens (goal scored) and they’re just going to undo it because someone was standing in the wrong place!?!? #WorldCup2022",negative
9609,2022-11-20 16:08:33+00:00,45,Twitter for iPhone,Looked like a good goal to me. 🤷‍♂️ #WorldCup2022,positive
9610,2022-11-20 16:08:33+00:00,7,Twitter for iPhone,🤣🤣🤣🤣🤣🤣🤣 3 minutes in and it’s already being rigged #WorldCup2022,negative
9611,2022-11-20 16:08:33+00:00,0,Twitter for Android,"See the Qataris have been in the pocket of VAR 😂

#WorldCup2022",neutral
9612,2022-11-20 16:08:33+00:00,6,Twitter for iPhone,"5 minutes in and VAR disallow a perfectly fine goal against the hosts, shock. What a crock of shite this is going to be #WorldCup2022 #QatarWorldCup2022",negative
9613,2022-11-20 16:08:33+00:00,1,Twitter for iPhone,😂😂😂 a corrupt tournament and we already have corrupt referees #WorldCup2022,negative
9614,2022-11-20 16:08:33+00:00,2,Twitter for Android,Hahahaha corruption already #WorldCup2022 #QatarWorldCup2022,negative
9615,2022-11-20 16:08:33+00:00,1,Twitter for Android,"Enner Fucking Valencia 🔥🔥
#ennervalencia𓃵 #FIFAWorldCup #WorldCup2022 #Qatar2022",positive
9616,2022-11-20 16:08:33+00:00,0,Twitter for Android,RIGGED!!!! #WorldCup2022,positive
9617,2022-11-20 16:08:33+00:00,0,Twitter for Android,"Where's the offside?
#WorldCup2022",neutral
9618,2022-11-20 16:08:33+00:00,0,Instagram,Stuck at the back of the queue trying to get into the Brazil mixed zone #worldcup #worldcup2022 #seleçãobrasileira https://t.co/tf7FOk2XI9,negative
9619,2022-11-20 16:08:33+00:00,0,Twitter for iPhone,How’s that offside?!? The corruption begins 🤣🤣🤣 #WorldCup2022,negative
9620,2022-11-20 16:08:33+00:00,1,Twitter for Android,This is a joke lmao #WorldCup2022,negative
9621,2022-11-20 16:08:33+00:00,3,Twitter for iPhone,This word cup will have so many drama from VAR Walahi #WorldCup2022,neutral
9622,2022-11-20 16:08:33+00:00,0,Twitter for Android,Hahaha this has started with proper drama #WorldCup2022,positive
9623,2022-11-20 16:08:33+00:00,1,Twitter for Android,VAR sponsored by the Qatari government. #WorldCup2022 #FIFAWorldCup,neutral
9624,2022-11-20 16:08:33+00:00,1,Twitter for Android,Why has that goal been disallowed? #WorldCup2022,negative
9625,2022-11-20 16:08:33+00:00,0,Twitter for iPhone,Good start Var #WorldCup2022,positive
9626,2022-11-20 16:08:32+00:00,1,Twitter for iPhone,Have Qatar bribed the referee too? #WorldCup2022,neutral
9627,2022-11-20 16:08:32+00:00,0,Twitter for iPhone,"This is already rigged, and they aren’t even trying to hide it #WorldCup2022",negative
9628,2022-11-20 16:08:32+00:00,1,Twitter for iPhone,Fixed already ffs 🤣 #WorldCup2022,positive
9629,2022-11-20 16:08:32+00:00,0,Twitter for iPhone,and the first goal of the tournament (against the hosts) gets overturned… FIFA corruption in fine form already 😂 #WorldCup2022,negative
9630,2022-11-20 16:08:32+00:00,3,Twitter for iPhone,Stop this fiasco now! #WorldCup2022,negative
9631,2022-11-20 16:08:32+00:00,3,Twitter for iPhone,That’s the match fixing started already 🤣🤣🤣🤣 #WorldCup2022,negative
9632,2022-11-20 16:08:32+00:00,0,Twitter for Android,😂😂😂 wow that didn't take long. ££££££££ #WorldCup2022,positive
9633,2022-11-20 16:08:32+00:00,0,Twitter for iPhone,The corruption lol. Middle eastern money can erase goals. #WorldCup2022,negative
9634,2022-11-20 16:08:32+00:00,0,Twitter for iPhone,Didn’t take long for bribery to actually enter the World Cup did it. #WorldCup2022,neutral
9635,2022-11-20 16:08:32+00:00,2,Twitter for iPad,How the hell was that off side #WorldCup2022,negative
9636,2022-11-20 16:08:32+00:00,10,Twitter Web App,Rate Jungkook’s #FIFAWorldCup opening performance. #FIFAWorldCup #WorldCup2022 #SokaNiSisi #WorldCupMtaani https://t.co/d6c2YC3Jti,neutral
9637,2022-11-20 16:08:32+00:00,0,Twitter for iPhone,Omg minutes in … and VAR already 🥴👎🏼!! #WorldCup2022,negative
9638,2022-11-20 16:08:32+00:00,0,Twitter for iPhone,That #var was so shady of a call. #WorldCup2022 is already fixed. 3 minutes in!!,negative
9639,2022-11-20 16:08:31+00:00,0,Twitter for iPhone,Why was that disallowed? #WorldCup2022,negative
9640,2022-11-20 16:08:31+00:00,0,Twitter for Android,The rules of soccer are so stupid sometimes #WorldCup2022,negative
9641,2022-11-20 16:08:31+00:00,0,Twitter Web App,"2022 FIFA World Cup Live Streams Online

#Qatar2022
#FIFAWorldCup
#WorldCup2022
#QatarvsEcuador 

🔴LIVE Tv📺 https://t.co/IUHOMr595k

🆚Qatar vs Ecuador 
🆚FIFA World Cup 2022
🆚FIFA World Cup, Qatar 2022

ewrewfdggdf",neutral
9642,2022-11-20 16:08:31+00:00,1,Twitter for Android,Qatar bribed the VAR officials now as well #corrupt #WorldCup2022,negative
9643,2022-11-20 16:08:31+00:00,0,Twitter for Android,Hope Qatar get thumped in every single game. #WorldCup2022,negative
9644,2022-11-20 16:08:31+00:00,1,Twitter for Android,HOLY SHIT ITS OFFICIALLY RIGGED lmaoo!!! #WorldCup2022,positive
9645,2022-11-20 16:08:31+00:00,1,Twitter for Android,"#WorldCup2022 goal disallowed = adventures in #culturalcapitalism

Corruption",negative
9646,2022-11-20 16:08:31+00:00,8,Twitter for iPhone,The services provided by #JioCinema in providing telecast #WorldCup2022 #FIFAWorldCup is much far below the standard expected. It only gives a bad name to world largest football games.They shouldn't continue further.,negative
9647,2022-11-20 16:08:31+00:00,0,Twitter Web App,"This opening game is an African affair both teams are half way Africans
#WorldCup2022",neutral
9648,2022-11-20 16:08:31+00:00,0,Twitter for Android,"What on Offside
#WorldCup2022",neutral
9649,2022-11-20 16:08:31+00:00,3,Twitter for Android,"Lolololol Qatar paid the refs, too!

#Qatar2022 #WorldCup2022 #FIFAWorldCup",neutral
9650,2022-11-20 16:08:31+00:00,0,Twitter for iPhone,Oh so we starting that shit early? Wow.  #WorldCup2022,negative
9651,2022-11-20 16:08:31+00:00,2,Twitter Web App,How is that disallowed?? #WorldCup2022,negative
9652,2022-11-20 16:08:31+00:00,1,Twitter Web App,That's a ridiculous VAR call... wonder which one has been bribed to make that decision #WorldCup2022,negative
9653,2022-11-20 16:08:31+00:00,1,Twitter for iPhone,Ha back handers in full swing already #WorldCup2022 #QatarWorldCup2022,neutral
9654,2022-11-20 16:08:31+00:00,1,Twitter Web App,Daylight robbery!!!! #WorldCup2022,negative
9655,2022-11-20 16:08:31+00:00,0,Twitter for iPhone,Ok. Qatar will win the #WorldCup2022 …,positive
9656,2022-11-20 16:08:30+00:00,2,Twitter for Android,"Qatar is already show money power....that was a clean goal. 
#WorldCup2022",positive
9657,2022-11-20 16:08:30+00:00,0,Twitter for iPhone,#WorldCup2022  goal Ecuador has been canceled again the worst world cup,negative
9658,2022-11-20 16:08:30+00:00,1,Twitter for iPhone,"Qatar is officially rigging the game. 
#WorldCup #WorldCup2022",negative
9659,2022-11-20 16:08:30+00:00,0,Twitter for iPhone,And so the cheating begins #WorldCup2022,negative
9660,2022-11-20 16:08:30+00:00,0,Twitter for iPhone,They found this Qatari keeper on the streets he is an imposter #WorldCup2022,negative
9661,2022-11-20 16:08:30+00:00,0,Twitter for Android,Tell me where that was offside?! #WorldCup2022,negative
9662,2022-11-20 16:08:30+00:00,0,Twitter for Android,The utter corruption 😂😂😂 #WorldCup2022 #var #QatarWorldCup2022 this is gonna be gas 😂😂😂😂,negative
9663,2022-11-20 16:08:30+00:00,1,Twitter for iPhone,Course that Ecuador goal was offside 😭🤣🤑 #QATECU #WorldCup2022,neutral
9664,2022-11-20 16:08:29+00:00,0,Twitter for iPhone,This #WorldCup2022 is rigged,negative
9665,2022-11-20 16:08:29+00:00,0,Twitter for iPhone,Les tweets me fument 🤣🤣😂 #WorldCup2022 https://t.co/8OVb39dhhW,neutral
9666,2022-11-20 16:08:29+00:00,1,Twitter for iPhone,Oooo imagine my shock that VAR got a goal shout wrong in favour of Quatar #WorldCup2022 #thefixedcup,negative
9667,2022-11-20 16:08:29+00:00,1,Twitter for iPhone,Was not shocking at all that VAR would side with Qatar in this case!#WorldCup #WorldCup2022 #Mundial2022 #MundialQatar2022,neutral
9668,2022-11-20 16:08:29+00:00,0,Twitter for iPhone,Yo the fix is in dude. #WorldCup2022,positive
9669,2022-11-20 16:08:29+00:00,0,Twitter for Android,"The bribes have already begun with those Italian Referee's 

#WorldCup2022",neutral
9670,2022-11-20 16:08:29+00:00,0,Twitter for iPhone,Do Not Disturb for the next few weeks ⚽️ #WorldCup2022 https://t.co/e0MSwcpTXL,neutral
9671,2022-11-20 16:08:29+00:00,6,Twitter for Android,"Didn't take VAR long for Corruption FC. 😂😂😂😂😂😂😂😂.
#WorldCup2022 #QATECU",negative
9672,2022-11-20 16:08:28+00:00,3,Twitter for Android,"Wtf that wasn't an Offside.
#WorldCup2022",negative
9673,2022-11-20 16:08:28+00:00,5,Twitter for iPhone,"How was that offside???
#WorldCup2022",negative
9674,2022-11-20 16:08:28+00:00,0,Twitter for iPhone,Was he offside? Foul? #VAR #WorldCup2022,neutral
9675,2022-11-20 16:08:28+00:00,4,Twitter for iPhone,"Well, VAR rules out a goal against Qatar for offside where there doesn’t appear to be any offside. Who’d have thunk it? #WorldCup2022",negative
9676,2022-11-20 16:08:28+00:00,0,Twitter for iPhone,Ref wants to get home in one piece. 😂 #WorldCup2022,neutral
9677,2022-11-20 16:08:28+00:00,2,Twitter for iPhone,The fix is in!  The fix is in!  #WorldCup2022,positive
9678,2022-11-20 16:08:28+00:00,0,Twitter for iPhone,Wait…I’m so confused about this offside #WorldCup2022,negative
9679,2022-11-20 16:08:28+00:00,0,Twitter for iPhone,😂😂😂😂 #WorldCup2022 absolute disgrace already!!! Qatar 💵 💵 talking already,negative
9680,2022-11-20 16:08:28+00:00,0,Twitter for iPhone,VAR bull shit early and often #WorldCup2022,negative
9681,2022-11-20 16:08:28+00:00,12,Twitter for Android,"🎉 $SPACE raffle update 🎉
With the #WorldCup2022 starting we set two Football @TigerChiClub live for raffle ⚽️🏆
Go use your $SPACE 💎 #algofam

TigerChi #0846
https://t.co/KuQjQuIR42

TigerChi #1861
https://t.co/WILUIwpag0

Join the Space Monkeys 🔥
https://t.co/QlE6e94Zqv https://t.co/47WlCX7qf5",positive
9682,2022-11-20 16:08:28+00:00,1,Twitter for iPhone,"How on earth is that off side 👀 

Corruption…..

#WorldCup2022 #QATECU",negative
9683,2022-11-20 16:08:28+00:00,0,Twitter Web App,"2022 FIFA World Cup Live Streams Online

#Qatar2022
#FIFAWorldCup
#WorldCup2022
#QatarvsEcuador 

🔴LIVE Tv📺 https://t.co/IUHOMr595k

🆚Qatar vs Ecuador 
🆚FIFA World Cup 2022
🆚FIFA World Cup, Qatar 2022

retertreter",neutral
9684,2022-11-20 16:08:28+00:00,0,Twitter for Android,🤣🤣🤣🤣🤣🤣🤣🤣🤣 fucking hell #WorldCup2022,negative
9685,2022-11-20 16:08:28+00:00,2,Twitter for Android,Props to my 9 y.o. for calling the offsides. #Ecuador #WorldCup2022,positive
9686,2022-11-20 16:08:28+00:00,1,Twitter for iPhone,😂😂 who paid for the VAR then.. #WorldCup2022,neutral
9687,2022-11-20 16:08:28+00:00,0,Twitter for iPhone,WHAT THE FUCK?!?!?!?! #WorldCup2022,negative
9688,2022-11-20 16:08:28+00:00,0,Twitter for iPhone,"Wow, proof that money talks #WorldCup2022",positive
9689,2022-11-20 16:08:28+00:00,0,Twitter for iPhone,"Wtf, why has that not been given??? #WorldCup2022 #VAR",negative
9690,2022-11-20 16:08:28+00:00,0,Twitter for Android,😂😂😂😂 corrupt bastards #WorldCup2022,negative
9691,2022-11-20 16:08:27+00:00,0,Twitter for iPhone,Soooo it begins #WorldCup2022 #Qatar2022,neutral
9692,2022-11-20 16:08:27+00:00,0,Twitter for iPhone,WTF how was that Offside #WorldCup2022,negative
9693,2022-11-20 16:08:27+00:00,1,Twitter for iPhone,They’ve already done Ojoro for Qatar 😂 #WorldCup2022,neutral
9694,2022-11-20 16:08:27+00:00,0,Twitter for iPhone,"What exactly are they checking???

It's a clean goal #WorldCup2022",neutral
9695,2022-11-20 16:08:27+00:00,4,Twitter for iPhone,Corruption already #WorldCup2022,negative
9696,2022-11-20 16:08:27+00:00,0,Twitter for iPhone,😂😂😂 here we go 2mins in and dodgy decision for Qatar 🤦‍♂️ #WorldCup2022,negative
9697,2022-11-20 16:08:27+00:00,1,Twitter for iPhone,First bit of corruption 😩 #WorldCup2022,negative
9698,2022-11-20 16:08:27+00:00,2,Twitter for Android,Cheating within the first 5 minutes. Some going is that. #WorldCup2022,negative
